date,location,vectorid,price,product,unit_quantity,unit,category
1995-08-01,Canada,v735176,11.8,Sirloin steak,1.0,kilogram,Protein
1995-08-01,Canada,v735187,12.81,Prime rib roast,1.0,kilogram,Protein
1995-08-01,Canada,v735198,6.78,Blade roast,1.0,kilogram,Protein
1995-08-01,Canada,v735209,7.12,Stewing beef,1.0,kilogram,Protein
1995-08-01,Canada,v735220,3.7,Ground beef,1.0,kilogram,Protein
1995-08-01,Canada,v735221,9.11,Pork chops,1.0,kilogram,Protein
1995-08-01,Canada,v735222,5.24,Butt roast,1.0,kilogram,Others
1995-08-01,Canada,v735223,3.7,Chicken,1.0,kilogram,Protein
1995-08-01,Canada,v735166,2.78,Bacon,500.0,grams,Protein
1995-08-01,Canada,v735167,2.29,Wieners,450.0,grams,Protein
1995-08-01,Canada,v735168,3.68,Canned salmon,213.0,grams,Protein
1995-08-01,Canada,v735169,1.32,Homogenized milk,1.0,litre,Beverages
1995-08-01,Canada,v735170,1.29,Partly skimmed milk,1.0,litre,Beverages
1995-08-01,Canada,v735171,2.84,Butter,454.0,grams,Dairy
1995-08-01,Canada,v735172,2.52,Processed cheese slices,250.0,grams,Dairy
1995-08-01,Canada,v735173,1.03,Evaporated milk,385.0,millilitres,Beverages
1995-08-01,Canada,v735174,1.62,Eggs,1.0,dozen,Protein
1995-08-01,Canada,v735175,1.25,Bread,675.0,grams,Grains
1995-08-01,Canada,v735177,1.94,Soda crackers,450.0,grams,Grains
1995-08-01,Canada,v735178,0.99,Macaroni,500.0,grams,Grains
1995-08-01,Canada,v735179,3.4,Flour,2.5,kilograms,Grains
1995-08-01,Canada,v735180,2.95,Corn flakes,675.0,grams,Grains
1995-08-01,Canada,v735181,2.44,Apples,1.0,kilogram,Veg_Fruits
1995-08-01,Canada,v735182,1.44,Bananas,1.0,kilogram,Veg_Fruits
1995-08-01,Canada,v735183,1.92,Grapefruits,1.0,kilogram,Veg_Fruits
1995-08-01,Canada,v735184,2.06,Oranges,1.0,kilogram,Veg_Fruits
1995-08-01,Canada,v735185,1.46,Apple juice,1.36,litres,Beverages
1995-08-01,Canada,v735186,1.67,Orange juice,1.0,litre,Beverages
1995-08-01,Canada,v735188,0.73,Cabbage,1.0,kilogram,Veg_Fruits
1995-08-01,Canada,v735189,1.14,Carrots,1.0,kilogram,Veg_Fruits
1995-08-01,Canada,v735190,1.17,Celery,1.0,kilogram,Veg_Fruits
1995-08-01,Canada,v735191,5.79,Mushrooms,1.0,kilogram,Veg_Fruits
1995-08-01,Canada,v735192,1.44,Onions,1.0,kilogram,Veg_Fruits
1995-08-01,Canada,v735193,3.44,Potatoes,4.54,kilograms,Veg_Fruits
1995-08-01,Canada,v735194,1.71,"French fried potatoes, frozen",1.0,kilogram,Frozen
1995-08-01,Canada,v735195,0.79,"Baked beans, canned",398.0,millilitres,Plant_based
1995-08-01,Canada,v735196,1.24,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
1995-08-01,Canada,v735197,1.44,Tomato juice,1.36,litres,Beverages
1995-08-01,Canada,v735199,2.24,Ketchup,1.0,litre,Other_foods
1995-08-01,Canada,v735200,1.96,"Sugar, white",2.0,kilograms,Other_foods
1995-08-01,Canada,v735201,3.94,"Coffee, roasted",300.0,grams,Beverages
1995-08-01,Canada,v735202,6.78,"Coffee, instant",200.0,grams,Beverages
1995-08-01,Canada,v735203,2.67,Tea ,72.0,bags,Beverages
1995-08-01,Canada,v735204,3.04,Cooking or salad oil,1.0,litre,Oils
1995-08-01,Canada,v735205,0.74,"Soup, canned",284.0,millilitres,Other_foods
1995-08-01,Canada,v735207,2.59,Peanut butter,500.0,grams,Other_foods
1995-08-01,Canada,v735208,1.28,Fruit flavoured crystals,2.25,litres,Beverages
1995-08-01,Canada,v735210,1.31,"Soft drinks, cola type",2.0,litres,Beverages
1995-08-01,Canada,v735211,1.43,"Soft drinks, lemon-lime type",2.0,litres,Beverages
1995-09-01,Canada,v735165,10.08,Round steak,1.0,kilogram,Protein
1995-09-01,Canada,v735176,11.7,Sirloin steak,1.0,kilogram,Protein
1995-09-01,Canada,v735187,12.08,Prime rib roast,1.0,kilogram,Protein
1995-09-01,Canada,v735198,6.49,Blade roast,1.0,kilogram,Protein
1995-09-01,Canada,v735209,6.84,Stewing beef,1.0,kilogram,Protein
1995-09-01,Canada,v735220,3.74,Ground beef,1.0,kilogram,Protein
1995-09-01,Canada,v735221,8.9,Pork chops,1.0,kilogram,Protein
1995-09-01,Canada,v735222,5.06,Butt roast,1.0,kilogram,Others
1995-09-01,Canada,v735223,3.77,Chicken,1.0,kilogram,Protein
1995-09-01,Canada,v735166,2.95,Bacon,500.0,grams,Protein
1995-09-01,Canada,v735167,2.43,Wieners,450.0,grams,Protein
1995-09-01,Canada,v735168,3.69,Canned salmon,213.0,grams,Protein
1995-09-01,Canada,v735169,1.32,Homogenized milk,1.0,litre,Beverages
1995-09-01,Canada,v735170,1.29,Partly skimmed milk,1.0,litre,Beverages
1995-09-01,Canada,v735171,2.86,Butter,454.0,grams,Dairy
1995-09-01,Canada,v735172,2.52,Processed cheese slices,250.0,grams,Dairy
1995-09-01,Canada,v735173,1.04,Evaporated milk,385.0,millilitres,Beverages
1995-09-01,Canada,v735174,1.62,Eggs,1.0,dozen,Protein
1995-09-01,Canada,v735175,1.29,Bread,675.0,grams,Grains
1995-09-01,Canada,v735177,1.94,Soda crackers,450.0,grams,Grains
1995-09-01,Canada,v735178,0.99,Macaroni,500.0,grams,Grains
1995-09-01,Canada,v735179,3.38,Flour,2.5,kilograms,Grains
1995-09-01,Canada,v735180,2.96,Corn flakes,675.0,grams,Grains
1995-09-01,Canada,v735181,2.4,Apples,1.0,kilogram,Veg_Fruits
1995-09-01,Canada,v735182,1.22,Bananas,1.0,kilogram,Veg_Fruits
1995-09-01,Canada,v735183,2.02,Grapefruits,1.0,kilogram,Veg_Fruits
1995-09-01,Canada,v735184,2.14,Oranges,1.0,kilogram,Veg_Fruits
1995-09-01,Canada,v735185,1.5,Apple juice,1.36,litres,Beverages
1995-09-01,Canada,v735186,1.68,Orange juice,1.0,litre,Beverages
1995-09-01,Canada,v735188,0.67,Cabbage,1.0,kilogram,Veg_Fruits
1995-09-01,Canada,v735189,0.94,Carrots,1.0,kilogram,Veg_Fruits
1995-09-01,Canada,v735190,1.13,Celery,1.0,kilogram,Veg_Fruits
1995-09-01,Canada,v735191,5.77,Mushrooms,1.0,kilogram,Veg_Fruits
1995-09-01,Canada,v735192,1.0,Onions,1.0,kilogram,Veg_Fruits
1995-09-01,Canada,v735193,2.46,Potatoes,4.54,kilograms,Veg_Fruits
1995-09-01,Canada,v735194,1.65,"French fried potatoes, frozen",1.0,kilogram,Frozen
1995-09-01,Canada,v735195,0.79,"Baked beans, canned",398.0,millilitres,Plant_based
1995-09-01,Canada,v735196,1.24,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
1995-09-01,Canada,v735197,1.46,Tomato juice,1.36,litres,Beverages
1995-09-01,Canada,v735199,2.31,Ketchup,1.0,litre,Other_foods
1995-09-01,Canada,v735200,1.97,"Sugar, white",2.0,kilograms,Other_foods
1995-09-01,Canada,v735201,3.91,"Coffee, roasted",300.0,grams,Beverages
1995-09-01,Canada,v735202,6.72,"Coffee, instant",200.0,grams,Beverages
1995-09-01,Canada,v735203,2.67,Tea ,72.0,bags,Beverages
1995-09-01,Canada,v735204,3.06,Cooking or salad oil,1.0,litre,Oils
1995-09-01,Canada,v735205,0.72,"Soup, canned",284.0,millilitres,Other_foods
1995-09-01,Canada,v735207,2.59,Peanut butter,500.0,grams,Other_foods
1995-09-01,Canada,v735208,1.29,Fruit flavoured crystals,2.25,litres,Beverages
1995-09-01,Canada,v735210,1.31,"Soft drinks, cola type",2.0,litres,Beverages
1995-09-01,Canada,v735211,1.42,"Soft drinks, lemon-lime type",2.0,litres,Beverages
1995-10-01,Canada,v735165,9.92,Round steak,1.0,kilogram,Protein
1995-10-01,Canada,v735176,11.48,Sirloin steak,1.0,kilogram,Protein
1995-10-01,Canada,v735187,11.82,Prime rib roast,1.0,kilogram,Protein
1995-10-01,Canada,v735198,6.75,Blade roast,1.0,kilogram,Protein
1995-10-01,Canada,v735209,7.05,Stewing beef,1.0,kilogram,Protein
1995-10-01,Canada,v735220,3.82,Ground beef,1.0,kilogram,Protein
1995-10-01,Canada,v735221,8.93,Pork chops,1.0,kilogram,Protein
1995-10-01,Canada,v735222,5.17,Butt roast,1.0,kilogram,Others
1995-10-01,Canada,v735223,3.8,Chicken,1.0,kilogram,Protein
1995-10-01,Canada,v735166,3.05,Bacon,500.0,grams,Protein
1995-10-01,Canada,v735167,2.47,Wieners,450.0,grams,Protein
1995-10-01,Canada,v735168,3.69,Canned salmon,213.0,grams,Protein
1995-10-01,Canada,v735169,1.33,Homogenized milk,1.0,litre,Beverages
1995-10-01,Canada,v735170,1.29,Partly skimmed milk,1.0,litre,Beverages
1995-10-01,Canada,v735171,2.85,Butter,454.0,grams,Dairy
1995-10-01,Canada,v735172,2.54,Processed cheese slices,250.0,grams,Dairy
1995-10-01,Canada,v735173,1.02,Evaporated milk,385.0,millilitres,Beverages
1995-10-01,Canada,v735174,1.63,Eggs,1.0,dozen,Protein
1995-10-01,Canada,v735175,1.29,Bread,675.0,grams,Grains
1995-10-01,Canada,v735177,1.93,Soda crackers,450.0,grams,Grains
1995-10-01,Canada,v735178,0.97,Macaroni,500.0,grams,Grains
1995-10-01,Canada,v735179,3.37,Flour,2.5,kilograms,Grains
1995-10-01,Canada,v735180,3.08,Corn flakes,675.0,grams,Grains
1995-10-01,Canada,v735181,2.12,Apples,1.0,kilogram,Veg_Fruits
1995-10-01,Canada,v735182,1.28,Bananas,1.0,kilogram,Veg_Fruits
1995-10-01,Canada,v735183,1.68,Grapefruits,1.0,kilogram,Veg_Fruits
1995-10-01,Canada,v735184,2.31,Oranges,1.0,kilogram,Veg_Fruits
1995-10-01,Canada,v735185,1.47,Apple juice,1.36,litres,Beverages
1995-10-01,Canada,v735186,1.68,Orange juice,1.0,litre,Beverages
1995-10-01,Canada,v735188,0.72,Cabbage,1.0,kilogram,Veg_Fruits
1995-10-01,Canada,v735189,0.93,Carrots,1.0,kilogram,Veg_Fruits
1995-10-01,Canada,v735190,1.31,Celery,1.0,kilogram,Veg_Fruits
1995-10-01,Canada,v735191,5.72,Mushrooms,1.0,kilogram,Veg_Fruits
1995-10-01,Canada,v735192,0.92,Onions,1.0,kilogram,Veg_Fruits
1995-10-01,Canada,v735193,2.36,Potatoes,4.54,kilograms,Veg_Fruits
1995-10-01,Canada,v735194,1.67,"French fried potatoes, frozen",1.0,kilogram,Frozen
1995-10-01,Canada,v735195,0.78,"Baked beans, canned",398.0,millilitres,Plant_based
1995-10-01,Canada,v735196,1.24,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
1995-10-01,Canada,v735197,1.44,Tomato juice,1.36,litres,Beverages
1995-10-01,Canada,v735199,2.27,Ketchup,1.0,litre,Other_foods
1995-10-01,Canada,v735200,1.96,"Sugar, white",2.0,kilograms,Other_foods
1995-10-01,Canada,v735201,3.8,"Coffee, roasted",300.0,grams,Beverages
1995-10-01,Canada,v735202,6.67,"Coffee, instant",200.0,grams,Beverages
1995-10-01,Canada,v735203,2.65,Tea ,72.0,bags,Beverages
1995-10-01,Canada,v735204,3.08,Cooking or salad oil,1.0,litre,Oils
1995-10-01,Canada,v735205,0.74,"Soup, canned",284.0,millilitres,Other_foods
1995-10-01,Canada,v735207,2.59,Peanut butter,500.0,grams,Other_foods
1995-10-01,Canada,v735208,1.34,Fruit flavoured crystals,2.25,litres,Beverages
1995-10-01,Canada,v735210,1.3,"Soft drinks, cola type",2.0,litres,Beverages
1995-10-01,Canada,v735211,1.45,"Soft drinks, lemon-lime type",2.0,litres,Beverages
1995-11-01,Canada,v735165,9.49,Round steak,1.0,kilogram,Protein
1995-11-01,Canada,v735176,11.11,Sirloin steak,1.0,kilogram,Protein
1995-11-01,Canada,v735187,12.02,Prime rib roast,1.0,kilogram,Protein
1995-11-01,Canada,v735198,6.62,Blade roast,1.0,kilogram,Protein
1995-11-01,Canada,v735209,7.01,Stewing beef,1.0,kilogram,Protein
1995-11-01,Canada,v735220,3.8,Ground beef,1.0,kilogram,Protein
1995-11-01,Canada,v735221,8.59,Pork chops,1.0,kilogram,Protein
1995-11-01,Canada,v735222,4.98,Butt roast,1.0,kilogram,Others
1995-11-01,Canada,v735223,3.75,Chicken,1.0,kilogram,Protein
1995-11-01,Canada,v735166,3.03,Bacon,500.0,grams,Protein
1995-11-01,Canada,v735167,2.48,Wieners,450.0,grams,Protein
1995-11-01,Canada,v735168,3.69,Canned salmon,213.0,grams,Protein
1995-11-01,Canada,v735169,1.33,Homogenized milk,1.0,litre,Beverages
1995-11-01,Canada,v735170,1.29,Partly skimmed milk,1.0,litre,Beverages
1995-11-01,Canada,v735171,2.86,Butter,454.0,grams,Dairy
1995-11-01,Canada,v735172,2.55,Processed cheese slices,250.0,grams,Dairy
1995-11-01,Canada,v735173,1.03,Evaporated milk,385.0,millilitres,Beverages
1995-11-01,Canada,v735174,1.64,Eggs,1.0,dozen,Protein
1995-11-01,Canada,v735175,1.31,Bread,675.0,grams,Grains
1995-11-01,Canada,v735177,1.96,Soda crackers,450.0,grams,Grains
1995-11-01,Canada,v735178,0.99,Macaroni,500.0,grams,Grains
1995-11-01,Canada,v735179,3.36,Flour,2.5,kilograms,Grains
1995-11-01,Canada,v735180,3.03,Corn flakes,675.0,grams,Grains
1995-11-01,Canada,v735181,1.97,Apples,1.0,kilogram,Veg_Fruits
1995-11-01,Canada,v735182,1.18,Bananas,1.0,kilogram,Veg_Fruits
1995-11-01,Canada,v735183,1.48,Grapefruits,1.0,kilogram,Veg_Fruits
1995-11-01,Canada,v735184,2.3,Oranges,1.0,kilogram,Veg_Fruits
1995-11-01,Canada,v735185,1.62,Apple juice,1.36,litres,Beverages
1995-11-01,Canada,v735186,1.65,Orange juice,1.0,litre,Beverages
1995-11-01,Canada,v735188,0.68,Cabbage,1.0,kilogram,Veg_Fruits
1995-11-01,Canada,v735189,0.94,Carrots,1.0,kilogram,Veg_Fruits
1995-11-01,Canada,v735190,1.71,Celery,1.0,kilogram,Veg_Fruits
1995-11-01,Canada,v735191,5.72,Mushrooms,1.0,kilogram,Veg_Fruits
1995-11-01,Canada,v735192,0.88,Onions,1.0,kilogram,Veg_Fruits
1995-11-01,Canada,v735193,2.42,Potatoes,4.54,kilograms,Veg_Fruits
1995-11-01,Canada,v735194,1.65,"French fried potatoes, frozen",1.0,kilogram,Frozen
1995-11-01,Canada,v735195,0.82,"Baked beans, canned",398.0,millilitres,Plant_based
1995-11-01,Canada,v735196,1.22,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
1995-11-01,Canada,v735197,1.44,Tomato juice,1.36,litres,Beverages
1995-11-01,Canada,v735199,2.29,Ketchup,1.0,litre,Other_foods
1995-11-01,Canada,v735200,1.97,"Sugar, white",2.0,kilograms,Other_foods
1995-11-01,Canada,v735201,3.86,"Coffee, roasted",300.0,grams,Beverages
1995-11-01,Canada,v735202,6.62,"Coffee, instant",200.0,grams,Beverages
1995-11-01,Canada,v735203,2.68,Tea ,72.0,bags,Beverages
1995-11-01,Canada,v735204,3.06,Cooking or salad oil,1.0,litre,Oils
1995-11-01,Canada,v735205,0.73,"Soup, canned",284.0,millilitres,Other_foods
1995-11-01,Canada,v735207,2.62,Peanut butter,500.0,grams,Other_foods
1995-11-01,Canada,v735208,1.33,Fruit flavoured crystals,2.25,litres,Beverages
1995-11-01,Canada,v735210,1.32,"Soft drinks, cola type",2.0,litres,Beverages
1995-11-01,Canada,v735211,1.43,"Soft drinks, lemon-lime type",2.0,litres,Beverages
1995-12-01,Canada,v735165,9.88,Round steak,1.0,kilogram,Protein
1995-12-01,Canada,v735176,11.1,Sirloin steak,1.0,kilogram,Protein
1995-12-01,Canada,v735187,11.71,Prime rib roast,1.0,kilogram,Protein
1995-12-01,Canada,v735198,6.94,Blade roast,1.0,kilogram,Protein
1995-12-01,Canada,v735209,7.19,Stewing beef,1.0,kilogram,Protein
1995-12-01,Canada,v735220,3.77,Ground beef,1.0,kilogram,Protein
1995-12-01,Canada,v735221,8.73,Pork chops,1.0,kilogram,Protein
1995-12-01,Canada,v735222,5.23,Butt roast,1.0,kilogram,Others
1995-12-01,Canada,v735223,3.75,Chicken,1.0,kilogram,Protein
1995-12-01,Canada,v735166,2.97,Bacon,500.0,grams,Protein
1995-12-01,Canada,v735167,2.5,Wieners,450.0,grams,Protein
1995-12-01,Canada,v735168,3.66,Canned salmon,213.0,grams,Protein
1995-12-01,Canada,v735169,1.33,Homogenized milk,1.0,litre,Beverages
1995-12-01,Canada,v735170,1.29,Partly skimmed milk,1.0,litre,Beverages
1995-12-01,Canada,v735171,2.87,Butter,454.0,grams,Dairy
1995-12-01,Canada,v735172,2.59,Processed cheese slices,250.0,grams,Dairy
1995-12-01,Canada,v735173,1.03,Evaporated milk,385.0,millilitres,Beverages
1995-12-01,Canada,v735174,1.63,Eggs,1.0,dozen,Protein
1995-12-01,Canada,v735175,1.3,Bread,675.0,grams,Grains
1995-12-01,Canada,v735177,2.06,Soda crackers,450.0,grams,Grains
1995-12-01,Canada,v735178,0.99,Macaroni,500.0,grams,Grains
1995-12-01,Canada,v735179,3.35,Flour,2.5,kilograms,Grains
1995-12-01,Canada,v735180,3.11,Corn flakes,675.0,grams,Grains
1995-12-01,Canada,v735181,2.12,Apples,1.0,kilogram,Veg_Fruits
1995-12-01,Canada,v735182,1.17,Bananas,1.0,kilogram,Veg_Fruits
1995-12-01,Canada,v735183,1.43,Grapefruits,1.0,kilogram,Veg_Fruits
1995-12-01,Canada,v735184,1.69,Oranges,1.0,kilogram,Veg_Fruits
1995-12-01,Canada,v735185,1.7,Apple juice,1.36,litres,Beverages
1995-12-01,Canada,v735186,1.67,Orange juice,1.0,litre,Beverages
1995-12-01,Canada,v735188,0.73,Cabbage,1.0,kilogram,Veg_Fruits
1995-12-01,Canada,v735189,1.04,Carrots,1.0,kilogram,Veg_Fruits
1995-12-01,Canada,v735190,1.46,Celery,1.0,kilogram,Veg_Fruits
1995-12-01,Canada,v735191,5.75,Mushrooms,1.0,kilogram,Veg_Fruits
1995-12-01,Canada,v735192,0.92,Onions,1.0,kilogram,Veg_Fruits
1995-12-01,Canada,v735193,2.59,Potatoes,4.54,kilograms,Veg_Fruits
1995-12-01,Canada,v735194,1.7,"French fried potatoes, frozen",1.0,kilogram,Frozen
1995-12-01,Canada,v735195,0.82,"Baked beans, canned",398.0,millilitres,Plant_based
1995-12-01,Canada,v735196,1.24,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
1995-12-01,Canada,v735197,1.41,Tomato juice,1.36,litres,Beverages
1995-12-01,Canada,v735199,2.29,Ketchup,1.0,litre,Other_foods
1995-12-01,Canada,v735200,1.99,"Sugar, white",2.0,kilograms,Other_foods
1995-12-01,Canada,v735201,3.78,"Coffee, roasted",300.0,grams,Beverages
1995-12-01,Canada,v735202,6.61,"Coffee, instant",200.0,grams,Beverages
1995-12-01,Canada,v735203,2.67,Tea ,72.0,bags,Beverages
1995-12-01,Canada,v735204,3.12,Cooking or salad oil,1.0,litre,Oils
1995-12-01,Canada,v735205,0.75,"Soup, canned",284.0,millilitres,Other_foods
1995-12-01,Canada,v735207,2.62,Peanut butter,500.0,grams,Other_foods
1995-12-01,Canada,v735208,1.35,Fruit flavoured crystals,2.25,litres,Beverages
1995-12-01,Canada,v735210,1.26,"Soft drinks, cola type",2.0,litres,Beverages
1995-12-01,Canada,v735211,1.39,"Soft drinks, lemon-lime type",2.0,litres,Beverages
1996-01-01,Canada,v735165,9.63,Round steak,1.0,kilogram,Protein
1996-01-01,Canada,v735176,11.09,Sirloin steak,1.0,kilogram,Protein
1996-01-01,Canada,v735187,11.92,Prime rib roast,1.0,kilogram,Protein
1996-01-01,Canada,v735198,6.67,Blade roast,1.0,kilogram,Protein
1996-01-01,Canada,v735209,6.76,Stewing beef,1.0,kilogram,Protein
1996-01-01,Canada,v735220,3.74,Ground beef,1.0,kilogram,Protein
1996-01-01,Canada,v735221,8.95,Pork chops,1.0,kilogram,Protein
1996-01-01,Canada,v735222,5.0,Butt roast,1.0,kilogram,Others
1996-01-01,Canada,v735223,3.83,Chicken,1.0,kilogram,Protein
1996-01-01,Canada,v735166,3.02,Bacon,500.0,grams,Protein
1996-01-01,Canada,v735167,2.55,Wieners,450.0,grams,Protein
1996-01-01,Canada,v735168,3.72,Canned salmon,213.0,grams,Protein
1996-01-01,Canada,v735169,1.33,Homogenized milk,1.0,litre,Beverages
1996-01-01,Canada,v735170,1.29,Partly skimmed milk,1.0,litre,Beverages
1996-01-01,Canada,v735171,2.87,Butter,454.0,grams,Dairy
1996-01-01,Canada,v735172,2.59,Processed cheese slices,250.0,grams,Dairy
1996-01-01,Canada,v735173,1.03,Evaporated milk,385.0,millilitres,Beverages
1996-01-01,Canada,v735174,1.63,Eggs,1.0,dozen,Protein
1996-01-01,Canada,v735175,1.29,Bread,675.0,grams,Grains
1996-01-01,Canada,v735177,1.93,Soda crackers,450.0,grams,Grains
1996-01-01,Canada,v735178,0.98,Macaroni,500.0,grams,Grains
1996-01-01,Canada,v735179,3.4,Flour,2.5,kilograms,Grains
1996-01-01,Canada,v735180,3.05,Corn flakes,675.0,grams,Grains
1996-01-01,Canada,v735181,2.19,Apples,1.0,kilogram,Veg_Fruits
1996-01-01,Canada,v735182,1.19,Bananas,1.0,kilogram,Veg_Fruits
1996-01-01,Canada,v735183,1.29,Grapefruits,1.0,kilogram,Veg_Fruits
1996-01-01,Canada,v735184,1.5,Oranges,1.0,kilogram,Veg_Fruits
1996-01-01,Canada,v735185,1.7,Apple juice,1.36,litres,Beverages
1996-01-01,Canada,v735186,1.69,Orange juice,1.0,litre,Beverages
1996-01-01,Canada,v735188,0.74,Cabbage,1.0,kilogram,Veg_Fruits
1996-01-01,Canada,v735189,1.07,Carrots,1.0,kilogram,Veg_Fruits
1996-01-01,Canada,v735190,1.42,Celery,1.0,kilogram,Veg_Fruits
1996-01-01,Canada,v735191,5.7,Mushrooms,1.0,kilogram,Veg_Fruits
1996-01-01,Canada,v735192,0.9,Onions,1.0,kilogram,Veg_Fruits
1996-01-01,Canada,v735193,2.58,Potatoes,4.54,kilograms,Veg_Fruits
1996-01-01,Canada,v735194,1.69,"French fried potatoes, frozen",1.0,kilogram,Frozen
1996-01-01,Canada,v735195,0.8,"Baked beans, canned",398.0,millilitres,Plant_based
1996-01-01,Canada,v735196,1.23,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
1996-01-01,Canada,v735197,1.43,Tomato juice,1.36,litres,Beverages
1996-01-01,Canada,v735199,2.29,Ketchup,1.0,litre,Other_foods
1996-01-01,Canada,v735200,2.0,"Sugar, white",2.0,kilograms,Other_foods
1996-01-01,Canada,v735201,3.8,"Coffee, roasted",300.0,grams,Beverages
1996-01-01,Canada,v735202,6.52,"Coffee, instant",200.0,grams,Beverages
1996-01-01,Canada,v735203,2.7,Tea ,72.0,bags,Beverages
1996-01-01,Canada,v735204,3.11,Cooking or salad oil,1.0,litre,Oils
1996-01-01,Canada,v735205,0.74,"Soup, canned",284.0,millilitres,Other_foods
1996-01-01,Canada,v735207,2.61,Peanut butter,500.0,grams,Other_foods
1996-01-01,Canada,v735208,1.33,Fruit flavoured crystals,2.25,litres,Beverages
1996-01-01,Canada,v735210,1.35,"Soft drinks, cola type",2.0,litres,Beverages
1996-01-01,Canada,v735211,1.47,"Soft drinks, lemon-lime type",2.0,litres,Beverages
1996-02-01,Canada,v735165,9.96,Round steak,1.0,kilogram,Protein
1996-02-01,Canada,v735176,11.36,Sirloin steak,1.0,kilogram,Protein
1996-02-01,Canada,v735187,11.31,Prime rib roast,1.0,kilogram,Protein
1996-02-01,Canada,v735198,6.64,Blade roast,1.0,kilogram,Protein
1996-02-01,Canada,v735209,6.76,Stewing beef,1.0,kilogram,Protein
1996-02-01,Canada,v735220,3.75,Ground beef,1.0,kilogram,Protein
1996-02-01,Canada,v735221,9.03,Pork chops,1.0,kilogram,Protein
1996-02-01,Canada,v735222,5.2,Butt roast,1.0,kilogram,Others
1996-02-01,Canada,v735223,3.81,Chicken,1.0,kilogram,Protein
1996-02-01,Canada,v735166,3.07,Bacon,500.0,grams,Protein
1996-02-01,Canada,v735167,2.51,Wieners,450.0,grams,Protein
1996-02-01,Canada,v735168,3.67,Canned salmon,213.0,grams,Protein
1996-02-01,Canada,v735169,1.34,Homogenized milk,1.0,litre,Beverages
1996-02-01,Canada,v735170,1.29,Partly skimmed milk,1.0,litre,Beverages
1996-02-01,Canada,v735171,2.86,Butter,454.0,grams,Dairy
1996-02-01,Canada,v735172,2.62,Processed cheese slices,250.0,grams,Dairy
1996-02-01,Canada,v735173,1.03,Evaporated milk,385.0,millilitres,Beverages
1996-02-01,Canada,v735174,1.64,Eggs,1.0,dozen,Protein
1996-02-01,Canada,v735175,1.31,Bread,675.0,grams,Grains
1996-02-01,Canada,v735177,2.0,Soda crackers,450.0,grams,Grains
1996-02-01,Canada,v735178,0.98,Macaroni,500.0,grams,Grains
1996-02-01,Canada,v735179,3.44,Flour,2.5,kilograms,Grains
1996-02-01,Canada,v735180,3.03,Corn flakes,675.0,grams,Grains
1996-02-01,Canada,v735181,2.26,Apples,1.0,kilogram,Veg_Fruits
1996-02-01,Canada,v735182,1.28,Bananas,1.0,kilogram,Veg_Fruits
1996-02-01,Canada,v735183,1.34,Grapefruits,1.0,kilogram,Veg_Fruits
1996-02-01,Canada,v735184,1.57,Oranges,1.0,kilogram,Veg_Fruits
1996-02-01,Canada,v735185,1.72,Apple juice,1.36,litres,Beverages
1996-02-01,Canada,v735186,1.69,Orange juice,1.0,litre,Beverages
1996-02-01,Canada,v735188,0.82,Cabbage,1.0,kilogram,Veg_Fruits
1996-02-01,Canada,v735189,1.09,Carrots,1.0,kilogram,Veg_Fruits
